2003,"5,508,909","624,980","74,865",13.6,8.5,9.1,83.7,2003,"44,364",805.3,610,8.1,77.0,Heart Dis,"12,071",219.1,"10,251",186.1,"2,725",49.5,"1,973",35.8,"1,442",26.2
2002,"5,458,137","616,699","73,250",13.4,9.1,9.0,84.1,2002,"43,917",804.6,556,7.6,76.9,Heart Dis,"11,946",218.9,"10,387",190.3,"2,803",51.4,"1,939",35.5,"1,509",27.6
2001,"5,386,079","610,308","73,152",13.6,9.4,9.0,83.7,2001,"43,673",810.8,587,8.0,76.6,Heart Dis,"12,217",226.8,"10,293",191.1,"2,856",53.0,"1,894",35.2,"1,442",26.8
2000,"5,296,486","599,307","74,226",14.0,9.9,8.7,86.4,2000,"43,602",823.2,550,7.4,76.4,Heart Dis,"12,285",231.9,"10,248",193.5,"2,933",55.4,"1,922",36.3,"1,512",28.5
1999,"5,171,640","596,960","71,822",13.9,10.3,9.1,87.0,1999,"42,908",829.7,596,8.3,76.2,Heart Dis,"12,014",232.3,"10,096",195.2,"2,860",55.3,"1,941",37.5,"1,408",27.2
1998,"5,134,810","591,560","71,802",14.0,10.2,8.7,87.9,1998,"41,970",817.4,618,8.6,76.1,Heart Dis,"11,869",231.1,"10,187",198.4,"2,631",51.2,"1,711",33.3,"1,433",27.9
1997,"5,094,290","583,850","70,151",13.8,10.3,8.8,88.9,1997,"41,681",818.2,606,8.6,75.9,Heart Dis,"11,949",234.6,"10,107",198.4,"2,602",51.1,"1,814",35.6,"1,385",27.2
1996,"5,071,600","577,790","71,473",14.1,10.3,8.6,88.3,1996,"41,903",826.2,602,8.4,75.6,Heart Dis,"11,913",234.9,"10,146",200.1,"2,650",52.3,"1,760",34.7,"1,413",27.9
1995,"5,042,440","571,750","72,312",14.3,10.3,8.5,88.0,1995,"41,681",826.6,631,8.7,75.2,Heart Dis,"11,856",235.1,"10,158",201.5,"2,624",52.0,"1,597",31.7,"1,349",26.8
1994,"5,006,270","560,420","73,937",14.8,10.2,8.4,81.9,1994,"40,939",817.8,652,8.8,75.3,Heart Dis,"11,990",239.5,"10,060",200.9,"2,515",50.2,"1,663",33.2,"1,322",26.4
1993,"4,958,030","551,020","74,934",15.1,10.0,8.4,85.5,1993,"40,332",813.5,735,9.8,75.2,Heart Dis,"12,137",244.8,"9,897",199.6,"2,260",45.6,"1,542",31.1,"1,258",25.4
1992,"4,917,270","541,090","77,728",15.8,9.7,8.3,77.2,1992,"38,833",789.7,764,9.8,N/A,Heart Dis,"11,844",240.9,"9,943",202.2,"2,100",42.7,"1,451",29.5,"1,102",22.4
1991,"4,863,470","531,840","79,143",16.3,10.3,8.1,74.8,1991,"38,362",788.8,720,9.1,N/A,Heart Dis,"11,728",241.1,"9,745",200.4,"2,222",45.7,"1,454",29.9,"1,006",20.7
1990,"4,795,600","517,380","80,199",16.7,10.4,7.8,75.8,1990,"38,384",800.4,771,9.6,N/A,Heart Dis,"11,885",247.8,"9,834",205.1,"2,227",46.4,"1,407",29.3,"1,001",20.9
1989,"4,739,110","505,430","78,225",16.5,10.9,8.0,76.2,1989,"38,310",808.4,811,10.4,N/A,Heart Dis,"12,091",255.1,"9,489",200.2,"2,282",48.2,"1,349",28.5,"1,045",22.1
1988,"4,622,010","484,950","76,414",16.5,11.1,8.1,76.3,1988,"38,637",835.9,856,11.2,N/A,Heart Dis,"12,795",276.8,"9,272",200.6,"2,364",51.1,"1,412",30.5,771,16.7
1987,"4,535,860","473,700","72,501",16.0,11.4,7.8,76.6,1987,"38,011",838.0,826,11.4,N/A,Heart Dis,"13,119",289.2,"9,103",200.7,"2,326",51.3,"1,253",27.6,720,15.9
1986,"4,461,390","461,490","69,524",15.6,11.7,7.7,78.0,1986,"37,321",836.5,812,11.7,N/A,Heart Dis,"13,150",294.8,"8,999",201.7,"2,307",51.7,"1,200",26.9,692,15.5
1985,"4,392,450","448,510","67,985",15.5,12.1,7.6,77.8,1985,"36,607",833.4,811,11.9,N/A,Heart Dis,"13,118",298.6,"8,763",199.5,"2,272",51.7,"1,169",26.6,692,15.8
1984,"4,349,400","438,560","65,264",15.0,12.7,7.4,76.9,1984,"35,331",812.3,766,11.7,N/A,Heart Dis,"12,871",295.9,"8,549",196.6,"2,304",53.0,"1,071",24.6,663,15.2
1983,"4,298,770","427,340","63,977",14.9,13.7,7.8,76.0,1983,"34,961",813.3,746,11.7,N/A,Heart Dis,"13,084",304.4,"8,438",196.3,"2,237",52.0,"1,094",25.4,658,15.3
1982,"4,270,420","415,990","63,759",14.9,14.0,7.4,75.5,1982,"34,094",798.4,767,12.0,N/A,Heart Dis,"12,618",295.5,"8,369",196.0,"2,268",53.1,"1,037",24.3,646,15.1
1981,"4,255,400","406,400","61,584",14.5,14.5,7.7,75.6,1981,"33,958",798.0,791,12.8,N/A,Heart Dis,"12,785",300.4,"8,102",190.4,"2,271",53.4,960,22.6,612,14.4
1980,"4,223,790","396,010","59,833",14.2,14.9,8.2,76.1,1980,"34,025",805.6,844,14.1,N/A,Heart Dis,"13,045",308.8,"7,862",186.1,"2,289",54.2,888,21.0,694,16.4
1979,"4,194,520","394,180","58,086",13.8,15.3,7.8,75.5,1979,"32,732",780.4,847,14.6,N/A,Heart Dis,"12,599",300.4,"7,710",183.8,"2,314",55.2,815,19.4,672,16.0
1978,"4,147,590","361,320","55,374",13.4,15.8,7.8,77.0,1978,"33,059",797.1,799,14.4,N/A,Heart Dis,"12,795",308.5,"7,645",184.3,"2,261",54.5,N/A,N/A,679,16.4
1977,"4,137,090","350,180","55,828",13.5,16.7,7.7,75.9,1977,"32,129",776.6,804,14.4,N/A,Heart Dis,"12,455",301.1,"7,385",178.5,"2,389",57.7,N/A,N/A,615,14.9
1976,"4,125,300","343,190","52,672",12.8,17.5,7.8,74.0,1976,"32,563",789.3,909,17.3,N/A,Heart Dis,"12,645",306.5,"7,224",175.1,"2,435",59.0,N/A,N/A,666,16.1
1975,"4,121,610","340,480","52,732",12.8,18.2,7.9,74.1,1975,"32,071",778.1,927,17.6,N/A,Heart Dis,"12,453",302.1,"6,930",168.1,"2,415",58.6,N/A,N/A,696,16.9
1974,"4,089,380","334,560","53,075",13.0,18.6,7.8,74.1,1974,"32,972",806.3,845,15.9,N/A,Heart Dis,"12,773",312.3,"6,761",165.3,"2,604",63.7,N/A,N/A,789,19.3
1973,"4,073,940","325,720","53,642",13.2,19.1,7.7,71.5,1973,"33,033",810.8,850,15.8,N/A,Heart Dis,"13,004",319.2,"6,696",164.4,"2,650",65.0,N/A,N/A,777,19.1
1972,"4,048,480","318,850","58,310",14.4,19.1,7.6,71.5,1972,"33,396",824.9,959,16.4,N/A,Heart Dis,"13,120",324.1,"6,511",160.8,"2,631",65.0,N/A,N/A,847,20.9
1971,"4,007,050","309,470","65,399",16.3,18.4,8.2,69.3,1971,"32,305",806.2,"1,189",18.2,N/A,Heart Dis,"12,678",316.4,"6,167",153.9,"2,559",63.9,N/A,N/A,788,19.7
1970,"3,942,940","301,110","69,336",17.6,18.1,8.6,67.4,1970,"32,790",831.6,"1,322",19.1,N/A,Heart Dis,"12,898",327.1,"6,190",157.0,"2,536",64.3,N/A,N/A,828,21.0
1969,"3,831,820","290,000","69,067",18.0,17.6,8.7,65.9,1969,"32,402",845.6,"1,359",19.7,N/A,Heart Dis,"12,990",339.0,"5,934",154.9,"2,514",65.6,N/A,N/A,828,21.6
1968,"3,755,040","276,290","68,407",18.2,18.1,8.9,65.1,1968,"32,596",868.1,"1,473",21.5,N/A,Heart Dis,"12,793",340.7,"5,871",156.3,"2,648",70.5,N/A,N/A,852,22.7
1967,"3,692,420","271,820","69,726",18.9,17.7,9.2,N/A,1967,"31,159",843.9,"1,545",22.2,N/A,Heart Dis,"12,597",341.2,"5,635",152.6,"2,413",65.4,N/A,N/A,733,19.9
1966,"3,615,750","266,990","72,117",19.9,18.3,9.3,N/A,1966,"31,712",877.1,"1,675",23.2,N/A,Heart Dis,"12,942",357.9,"5,389",149.0,"2,491",68.9,N/A,N/A,719,19.9
1965,"3,551,400","257,980","74,137",20.9,16.8,9.2,N/A,1965,"30,981",872.4,"1,837",24.8,N/A,Heart Dis,"12,670",356.8,"5,292",149.0,"2,438",68.6,N/A,N/A,719,20.2
1964,"3,465,640","246,740","79,003",22.8,15.5,9.1,N/A,1964,"29,540",852.4,"1,970",24.9,N/A,Heart Dis,"12,175",351.3,"4,999",144.2,"2,294",66.2,N/A,N/A,700,20.2
1963,"3,366,750","248,310","78,146",23.2,15.2,9.3,N/A,1963,"30,304",900.1,"2,016",25.8,N/A,Heart Dis,"12,628",375.1,"4,884",145.1,"2,398",71.2,N/A,N/A,629,18.7
1962,"3,239,933","237,648","76,325",23.6,15.8,9.9,N/A,1962,"28,471",878.8,"2,071",27.1,N/A,Heart Dis,"11,943",368.6,"4,604",142.1,"2,224",68.6,N/A,N/A,593,18.3
1961,"3,188,341","231,120","78,736",24.7,15.4,9.0,N/A,1961,"27,714",869.2,"1,998",25.6,N/A,Heart Dis,"11,643",365.2,"4,537",142.3,"2,264",71.0,N/A,N/A,547,17.2
1960,"3,119,631","227,405","77,496",24.8,14.9,9.1,N/A,1960,"27,992",897.3,"2,122",27.4,N/A,Heart Dis,"11,466",367.5,"4,420",141.7,"2,351",75.4,N/A,N/A,569,18.2
1959,"3,010,824",N/A,"77,165",25.6,14.8,9.0,N/A,1959,"27,107",900.3,"2,209",28.6,N/A,Heart Dis,"11,240",373.3,"4,379",145.4,"2,248",74.7,N/A,N/A,553,18.4
1958,"2,974,800",N/A,"75,997",25.5,14.3,8.9,N/A,1958,"27,161",913.0,"2,212",29.1,N/A,Heart Dis,"11,350",381.5,"4,214",141.7,"2,297",77.2,N/A,N/A,505,17.0
1957,"2,894,563",N/A,"76,127",26.2,N/A,N/A,N/A,1957,"26,497",915.4,"2,144",28.2,N/A,Heart Dis,"10,822",373.9,"4,213",145.5,"2,307",79.7,N/A,N/A,526,18.2
1956,"2,777,000",N/A,"72,111",25.8,N/A,N/A,N/A,1956,"25,163",906.1,"1,888",26.2,N/A,Heart Dis,"10,435",375.8,"4,039",145.4,"2,144",77.2,N/A,N/A,511,18.4
1955,"2,703,320",N/A,"69,205",25.6,N/A,N/A,N/A,1955,"24,344",900.5,"1,917",27.7,N/A,Heart Dis,"10,097",373.5,"3,876",143.4,"2,096",77.5,N/A,N/A,486,18.0
1954,"2,545,094",N/A,"67,445",25.5,N/A,N/A,N/A,1954,"23,031",904.9,"1,816",26.9,N/A,Heart Dis,"9,450",371.3,"3,674",144.4,"2,023",79.5,N/A,N/A,429,16.9
1953,"2,500,891",N/A,"64,523",25.4,N/A,N/A,N/A,1953,"23,628",944.8,"1,744",27.0,N/A,Heart Dis,"9,906",396.1,"3,526",141.0,"2,036",81.4,N/A,N/A,423,16.9
1952,"2,448,256",N/A,"63,165",25.8,N/A,N/A,N/A,1952,"23,960",978.7,"1,719",27.2,N/A,Heart Dis,"9,992",408.1,"3,508",143.3,"2,023",82.6,N/A,N/A,450,18.4
1951,"2,404,764",N/A,"61,081",23.1,N/A,N/A,N/A,1951,"22,859",950.6,"1,649",27.0,N/A,Heart Dis,"9,491",394.7,"3,267",135.9,"1,879",78.1,N/A,N/A,489,20.4
1950,"2,343,001","163,514","55,992",23.9,N/A,N/A,N/A,1950,"22,450",958.2,"1,476",26.4,N/A,Heart Dis,"8,061",344.0,"3,267",138.7,"1,638",69.5,N/A,N/A,731,31.0
1949,"2,303,718",N/A,"54,048",23.5,N/A,N/A,N/A,1949,"22,150",961.5,"1,652",30.6,N/A,Heart Dis,"7,748",336.3,"3,221",139.8,"1,675",72.7,N/A,N/A,657,28.5
1948,"2,251,543",N/A,"54,092",24.0,N/A,N/A,N/A,1948,"22,490",998.9,"1,568",29.0,N/A,Heart Dis,"7,714",342.6,"3,023",134.3,"1,470",65.3,N/A,N/A,658,29.2
1947,"2,199,372",N/A,"56,827",25.8,N/A,N/A,N/A,1947,"22,425","1,019.6","1,819",32.0,N/A,Heart Dis,"7,455",339.0,"2,921",132.8,"1,543",70.1,N/A,N/A,618,28.1
1946,"2,147,196",N/A,"50,733",23.6,N/A,N/A,N/A,1946,"21,741","1,012.5","1,759",34.7,N/A,Heart Dis,"6,971",324.7,"2,818",131.2,"1,529",71.2,N/A,N/A,540,25.1
1945,"2,095,021",N/A,"42,816",20.4,N/A,N/A,N/A,1945,"22,376","1,068.1","1,634",38.2,N/A,Heart Dis,"7,014",334.8,"2,709",129.3,"1,617",77.2,N/A,N/A,620,29.6
1944,"2,042,839",N/A,"43,763",21.4,N/A,N/A,N/A,1944,"22,469","1,099.9","1,812",41.4,N/A,Heart Dis,"6,877",336.6,"2,615",128.0,"1,548",75.8,N/A,N/A,613,30.0
1943,"1,990,664",N/A,"47,353",23.8,N/A,N/A,N/A,1943,"23,913","1,201.3","2,030",42.9,N/A,Heart Dis,"7,301",366.8,"2,613",131.3,"1,731",86.9,N/A,N/A,630,31.6
1942,"1,938,492",N/A,"44,154",22.8,N/A,N/A,N/A,1942,"22,026","1,136.2","1,946",44.1,N/A,Heart Dis,"6,524",336.5,"2,433",125.5,"1,570",81.0,N/A,N/A,566,29.2
1941,"1,886,318",N/A,"37,126",19.7,N/A,N/A,N/A,1941,"21,852","1,158.4","1,932",52.0,N/A,Heart Dis,"6,222",329.8,"2,565",136.0,"1,512",80.1,N/A,N/A,582,30.9
1940,"1,834,139",N/A,"32,368",17.6,16.0,N/A,N/A,1940,"21,883","1,193.1","1,593",49.2,N/A,Heart Dis,"6,318",344.5,"2,462",134.2,"1,584",86.4,N/A,N/A,573,31.2
1939,"1,807,015",N/A,"30,077",16.6,N/A,N/A,N/A,1939,"20,627","1,141.5","1,473",49.0,N/A,Heart Dis,"5,665",313.5,"2,341",129.5,"1,545",85.5,N/A,N/A,529,29.3
1938,"1,788,043",N/A,"30,404",17.0,N/A,N/A,N/A,1938,"20,604","1,152.3","1,654",54.4,N/A,Heart Dis,"5,483",306.6,"2,242",125.4,"1,600",89.5,N/A,N/A,488,27.3
1937,"1,769,071",N/A,"29,002",16.4,N/A,N/A,N/A,1937,"21,984","1,242.7","1,770",61.0,N/A,Heart Dis,"5,255",297.0,"2,198",124.2,"1,703",96.3,N/A,N/A,448,25.3
1936,"1,750,099",N/A,"27,639",15.8,N/A,N/A,N/A,1936,"21,907","1,251.8","1,892",68.5,N/A,Heart Dis,"5,052",288.7,"2,087",119.3,"1,741",99.5,N/A,N/A,451,25.8
1935,"1,731,128",N/A,"28,143",16.3,N/A,N/A,N/A,1935,"21,138","1,221.1","1,734",61.6,N/A,Heart Dis,"4,556",263.2,"2,099",121.3,"1,760",101.7,N/A,N/A,456,26.3
1934,"1,712,156",N/A,"28,210",16.5,N/A,N/A,N/A,1934,"20,947","1,223.4","1,961",69.5,N/A,Heart Dis,"4,525",264.3,"2,047",119.5,"1,638",95.7,N/A,N/A,404,23.6
1933,"1,693,184",N/A,"28,213",16.7,N/A,N/A,N/A,1933,"20,880","1,233.2","1,863",66.0,N/A,Heart Dis,"4,355",257.2,"2,002",118.2,"1,484",87.6,N/A,N/A,408,24.1
1932,"1,674,213",N/A,"29,636",17.7,N/A,N/A,N/A,1932,"21,311","1,272.9","2,059",69.5,N/A,Heart Dis,"4,301",256.9,"1,960",117.1,"1,610",96.2,N/A,N/A,436,26.0
1931,"1,655,241",N/A,"29,475",17.8,N/A,N/A,N/A,1931,"22,043","1,331.7","2,380",80.7,N/A,Heart Dis,"4,172",252.0,"1,843",111.3,"1,575",95.1,N/A,N/A,387,23.4
1930,"1,636,269",N/A,"30,988",18.9,N/A,N/A,N/A,1930,"21,845","1,335.0","2,339",75.5,N/A,Heart Dis,"4,047",247.3,"1,845",112.7,"1,619",98.9,N/A,N/A,355,21.7
1929,"1,618,219",N/A,"30,585",18.9,N/A,N/A,N/A,1929,"22,075","1,364.2","2,433",79.5,N/A,Heart Dis,"3,875",239.5,"1,775",109.7,"1,554",96.0,N/A,N/A,318,19.7
1928,"1,600,476",N/A,"32,351",20.2,N/A,N/A,N/A,1928,"21,953","1,371.7","2,563",79.2,N/A,Heart Dis,"3,810",238.1,"1,844",115.2,"1,560",97.5,N/A,N/A,372,23.2
1927,"1,582,733",N/A,"33,167",20.9,N/A,N/A,N/A,1927,"21,300","1,345.8","2,676",80.7,N/A,Heart Dis,"3,599",227.4,"1,622",102.5,"1,534",96.9,N/A,N/A,305,19.3
1926,"1,564,990",N/A,"33,482",21.4,N/A,N/A,N/A,1926,"22,892","1,462.8","2,884",86.1,N/A,Heart Dis,"3,625",231.6,"1,713",109.5,"1,754",112.1,N/A,N/A,364,23.3
1925,"1,547,247",N/A,"34,313",22.2,N/A,N/A,N/A,1925,"21,854","1,412.4","3,080",89.8,N/A,Heart Dis,"3,191",206.2,"1,645",106.3,"1,860",120.2,N/A,N/A,283,18.3
1924,"1,529,504",N/A,"35,374",23.1,N/A,N/A,N/A,1924,"21,137","1,382.0","3,004",84.9,N/A,Heart Dis,"2,984",195.1,"1,591",104.0,"1,801",117.7,N/A,N/A,310,20.3
1923,"1,511,761",N/A,"35,474",23.5,N/A,N/A,N/A,1923,"22,484","1,487.3","3,281",92.5,N/A,Heart Dis,"3,082",203.9,"1,644",108.7,"1,770",117.1,N/A,N/A,308,20.4
1922,"1,494,018",N/A,"34,988",23.4,N/A,N/A,N/A,1922,"20,235","1,354.4","3,260",93.2,N/A,Heart Dis,"2,753",184.3,"1,491",99.8,"1,647",110.2,N/A,N/A,303,20.3
1921,"1,476,275",N/A,"37,332",25.3,N/A,N/A,N/A,1921,"19,959","1,352.0","3,496",93.6,N/A,Heart Dis,"2,654",179.8,"1,357",91.9,"1,632",110.5,N/A,N/A,259,17.5
1920,"1,458,532",N/A,"36,720",25.2,N/A,N/A,N/A,1920,"21,401","1,467.3","3,785",103.1,N/A,Heart Dis,"2,609",178.9,"1,373",94.1,"1,656",113.5,N/A,N/A,252,17.3
1919,"1,440,789",N/A,"34,333",23.8,N/A,N/A,N/A,1919,"22,124","1,535.5","3,608",105.1,N/A,Heart Dis,"2,476",171.9,"1,274",88.4,"1,678",116.5,N/A,N/A,235,16.3
1918,"1,425,818",N/A,"34,179",24.0,N/A,N/A,N/A,1918,"32,183","2,257.2",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1917,"1,409,923",N/A,"33,949",24.1,N/A,N/A,N/A,1917,"23,538","1,669.5",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1916,"1,394,028",N/A,"33,675",24.2,N/A,N/A,N/A,1916,"22,510","1,614.7",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1915,"1,378,133",N/A,"32,367",23.5,N/A,N/A,N/A,1915,"21,350","1,549.2",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1914,"1,362,238",N/A,"30,652",22.5,N/A,N/A,N/A,1914,"21,383","1,569.7",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1913,"1,346,343",N/A,"28,381",21.1,N/A,N/A,N/A,1913,"21,048","1,563.3",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1912,"1,330,448",N/A,"24,627",18.5,N/A,N/A,N/A,1912,"20,597","1,548.1",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1911,"1,306,591",N/A,"19,844",15.2,N/A,N/A,N/A,1911,"20,290","1,552.9","5,593",281.8,N/A,Tuberculosis,"1,618",123.8,897,68.7,845,64.7,N/A,N/A,62,4.7
1910,"1,295,346",N/A,"20,568",15.9,N/A,N/A,N/A,1910,"20,568","1,587.8","4,038",196.3,51.5,Tuberculosis,"1,544",119.2,883,68.2,760,58.7,N/A,N/A,59,4.6
1909,"1,336,402",N/A,"19,635",14.7,N/A,N/A,N/A,1909,"20,138","1,506.9","5,998",305.5,N/A,Tuberculosis,"1,371",102.6,818,61.2,761,56.9,N/A,N/A,56,4.2
1908,"1,319,057",N/A,"19,397",14.7,N/A,N/A,N/A,1908,"20,284","1,537.8","5,802",299.1,N/A,Tuberculosis,"1,319",100.0,826,62.6,811,61.5,N/A,N/A,49,3.7
1907,"1,296,754",N/A,"18,105",14.0,N/A,N/A,N/A,1907,"20,982","1,618.0","6,541",361.3,N/A,Tuberculosis,"1,468",113.2,786,60.6,788,60.8,N/A,N/A,51,3.9
1906,"1,285,009",N/A,"18,908",14.7,N/A,N/A,N/A,1906,"20,204","1,572.3","6,127",324.0,N/A,Tuberculosis,"1,370",106.6,754,58.7,794,61.8,N/A,N/A,48,3.7
1905,"1,204,635",N/A,"17,952",14.9,N/A,N/A,N/A,1905,"19,491","1,618.0",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1904,"1,244,595",N/A,"16,964",13.6,N/A,N/A,N/A,1904,"20,350","1,635.1","5,896",347.6,N/A,Tuberculosis,"1,207",97.0,748,60.1,753,60.5,N/A,N/A,37,3.0
1903,"1,229,275",N/A,"17,993",14.6,N/A,N/A,N/A,1903,"18,708","1,521.9",N/A,N/A,N/A,Tuberculosis,"1,185",96.4,645,52.5,727,59.1,N/A,N/A,34,2.8
1902,"1,221,185",N/A,"18,045",14.8,N/A,N/A,N/A,1902,"18,690","1,530.5",N/A,N/A,N/A,Tuberculosis,"1,128",92.4,626,51.3,692,56.7,N/A,N/A,34,2.8
1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1900,"1,188,044",N/A,N/A,N/A,N/A,N/A,N/A,1900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1890,"1,042,390",N/A,N/A,N/A,N/A,N/A,N/A,1890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1880,"934,943",N/A,N/A,N/A,N/A,N/A,N/A,1880,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1870,"780,894",N/A,N/A,N/A,N/A,N/A,N/A,1870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1860,"687,049",N/A,N/A,N/A,N/A,N/A,N/A,1860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1850,"583,034",N/A,N/A,N/A,N/A,N/A,N/A,1850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1840,"470,019",N/A,N/A,N/A,N/A,N/A,N/A,1840,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1830,"447,040",N/A,N/A,N/A,N/A,N/A,N/A,1830,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1820,"407,350",N/A,N/A,N/A,N/A,N/A,N/A,1820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1810,"380,546",N/A,N/A,N/A,N/A,N/A,N/A,1810,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1800,"341,548",N/A,N/A,N/A,N/A,N/A,N/A,1800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
