Incident,Date,Location,County
2022342958,2022-11-26,FURNACE BRANCH RD E,Anne Arundel
2022342907,2022-11-26,PHILLIP DR,Anne Arundel
2022342890,2022-11-26,FORT SMALLWOOD RD,Anne Arundel
2022342886,2022-11-26,GATEWATER CT,Anne Arundel
2022342810,2022-11-26,OAKWOOD STATION RD,Anne Arundel
2022342745,2022-11-25,VINTAGE DR,Anne Arundel
2022342667,2022-11-25,BROOKWOOD RD,Anne Arundel
2022342582,2022-11-25,LINDEN LN NW,Anne Arundel
2022342555,2022-11-25,RITCHIE HWY,Anne Arundel
2022342466,2022-11-25,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022342416,2022-11-25,COLONY RD,Anne Arundel
2022342374,2022-11-25,CENTRAL AVE W,Anne Arundel
2022342335,2022-11-25,TOWNSEND AVE,Anne Arundel
2022342307,2022-11-25,SB SOLOMONS ISL ONR NB FOREST/FOREST DR,Anne Arundel
2022342302,2022-11-25,JOHN ST,Anne Arundel
2022342284,2022-11-25,CHALK POINT RD,Anne Arundel
2022342121,2022-11-25,ALLEY 50/BELLE GROVE RD,Anne Arundel
2022342075,2022-11-25,OLD MILL BLVD/CHALET DR,Anne Arundel
2022342023,2022-11-25,STEPNEYS LN,Anne Arundel
2022342011,2022-11-25,GEORGIA AVE NE,Anne Arundel
2022342009,2022-11-25,RUSSETT GRN E,Anne Arundel
2022341972,2022-11-25,RIEDEL RD,Anne Arundel
2022341950,2022-11-25,FITZALLEN RD/AMBERLY RD,Anne Arundel
2022341816,2022-11-24,MAYTIME DR,Anne Arundel
2022341802,2022-11-24,BRADDOCK DR,Anne Arundel
2022341800,2022-11-24,BRADDOCK DR,Anne Arundel
2022341797,2022-11-24,GEORGE HOWARD WAY,Anne Arundel
2022341796,2022-11-24,GEORGE HOWARD WAY,Anne Arundel
2022341724,2022-11-24,RITCHIE HWY,Anne Arundel
2022341667,2022-11-24,BELLE GROVE RD,Anne Arundel
2022341497,2022-11-24,GLENWOOD ST,Anne Arundel
2022341460,2022-11-24,GENERALS HWY/CORBIN PKWY,Anne Arundel
2022341419,2022-11-24,HEARNE RD,Anne Arundel
2022341409,2022-11-24,NURSERY RD,Anne Arundel
2022341314,2022-11-23,MARLEY NECK BLVD/TANYARD SPRINGS LN,Anne Arundel
2022341305,2022-11-23,EASTHAM CT,Anne Arundel
2022341286,2022-11-23,BROOKS TERRACE RD,Anne Arundel
2022341280,2022-11-23,TOWNE CENTRE BLVD,Anne Arundel
2022341227,2022-11-23,PIPERS DL/WENDE WAY,Anne Arundel
2022341134,2022-11-23,"ARUNDEL MILLS CIR, C1",Anne Arundel
2022340854,2022-11-23,EB US50/SOLOMONS ISLAND RD,Anne Arundel
2022340794,2022-11-23,RITCHIE HWY,Anne Arundel
2022340706,2022-11-23,RITCHIE HWY,Anne Arundel
2022340642,2022-11-23,4TH ST,Anne Arundel
2022340603,2022-11-23,SEPTEMBER DR,Anne Arundel
2022340215,2022-11-22,SOUTHBRIDGE DR,Anne Arundel
2022340206,2022-11-22,HAZELWOOD RD,Anne Arundel
2022340204,2022-11-22,SUNNYFIELD LN,Anne Arundel
2022340106,2022-11-22,SUNNY RIDGE DR,Anne Arundel
2022339817,2022-11-22,ELKRIDGE DR,Anne Arundel
2022339797,2022-11-22,BRUCE AVE,Anne Arundel
2022339739,2022-11-22,CHESAPEAKE CENTER DR,Anne Arundel
2022339738,2022-11-22,CHESAPEAKE CENTER DR,Anne Arundel
2022339283,2022-11-22,FIDDLERS HILL RD,Anne Arundel
2022339195,2022-11-21,LEXINGTON DR,Anne Arundel
2022339173,2022-11-21,RITCHIE HWY,Anne Arundel
2022339109,2022-11-21,WOODHILL DR,Anne Arundel
2022338946,2022-11-21,FORT SMALLWOOD RD,Anne Arundel
2022338682,2022-11-21,CHRISTMAS LN,Anne Arundel
2022338440,2022-11-21,BROOKVIEW AVE/PASADENA RD,Anne Arundel
2022338410,2022-11-21,CARRONADE WAY/CATHEAD DR,Anne Arundel
2022338281,2022-11-21,RITCHIE HWY,Anne Arundel
2022338106,2022-11-20,QUEENS PARK RD,Anne Arundel
2022337769,2022-11-20,Washington Blvd,Anne Arundel
2022337663,2022-11-20,"MEADE VILLAGE CIR, 388",Anne Arundel
2022337632,2022-11-20,COUNTRY GROVE LN/MAGOTHY BRIDGE RD,Anne Arundel
2022337510,2022-11-20,HARDMOORE CT,Anne Arundel
2022337250,2022-11-19,MARTINS GRANT CT,Anne Arundel
2022336870,2022-11-19,CHURCH ST,Anne Arundel
2022336817,2022-11-19,CRAIN HWY N/DAVIDSONVILLE RD,Anne Arundel
2022336725,2022-11-19,FURNACE BRANCH RD W/RITCHIE ST,Anne Arundel
2022336704,2022-11-19,ELVATON RD/RAINBOW CT,Anne Arundel
2022336653,2022-11-19,THOMAS POINT RD/ARUNDEL ON THE BAY RD,Anne Arundel
2022336561,2022-11-19,"S MAIN CHAPEL WAY, 104",Anne Arundel
2022336555,2022-11-19,SEWELL FARM DR/RIDGE CHAPEL RD,Anne Arundel
2022336540,2022-11-19,MOUNTAIN RD,Anne Arundel
2022336517,2022-11-19,RIDGE VIEW CT,Anne Arundel
2022336415,2022-11-18,LAUREL FORT MEADE RD,Anne Arundel
2022336395,2022-11-18,ARUNDEL MILLS CIR,Anne Arundel
2022336370,2022-11-18,KRAMER CT/CRAINMONT DR,Anne Arundel
2022336304,2022-11-18,DELMAR AVE,Anne Arundel
2022336290,2022-11-18,TALL CEDARS LN/BLUE WATER BLVD,Anne Arundel
2022336133,2022-11-18,LESLIE WAY,Anne Arundel
2022335912,2022-11-18,PENINSULA FARM RD,Anne Arundel
2022335910,2022-11-18,OLD SOLOMONS ISLAND RD/FOREST DR,Anne Arundel
2022335692,2022-11-18,CENTRAL AVE W,Anne Arundel
2022335634,2022-11-18,BOATWRIGHT DR/REDCLIFF CT,Anne Arundel
2022335414,2022-11-18,MAPLE AVE/CEDAR WINDS FARM LN,Anne Arundel
2022334984,2022-11-17,TWIN OAKS DR,Anne Arundel
2022334828,2022-11-17,WOODHILL DR,Anne Arundel
2022334763,2022-11-17,SHADYSIDE DR/OAKWOOD RD,Anne Arundel
2022334613,2022-11-17,HAMMONDS LN,Anne Arundel
2022334569,2022-11-17,CRAIN HWY N,Anne Arundel
2022334521,2022-11-17,DAVIS CT,Anne Arundel
2022333562,2022-11-16,ANDOVER RD,Anne Arundel
2022333522,2022-11-16,SAINT STEPHENS CHURCH RD,Anne Arundel
2022333452,2022-11-16,1ST AVE E,Anne Arundel
2022333133,2022-11-16,PLEASANTVILLE DR,Anne Arundel
2022332932,2022-11-16,PHILLIP DR,Anne Arundel
2022332698,2022-11-15,OLD CROWN DR,Anne Arundel
2022332648,2022-11-15,ROSCOE ROWE BLVD/BESTGATE RD,Anne Arundel
2022332632,2022-11-15,KINGSLEY CT,Anne Arundel
2022332619,2022-11-15,W NURSERY RD,Anne Arundel
2022332618,2022-11-15,W NURSERY RD,Anne Arundel
2022332473,2022-11-15,ARUNDEL MILLS CIR,Anne Arundel
2022332231,2022-11-15,MEADE VILLAGE CIR,Anne Arundel
2022332170,2022-11-15,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022331892,2022-11-15,RITCHIE HWY,Anne Arundel
2022331777,2022-11-15,PAVILION PKWY/JENNIFER RD,Anne Arundel
2022331691,2022-11-15,CRAIN HWY N,Anne Arundel
2022331456,2022-11-14,RITCHIE HWY,Anne Arundel
2022331453,2022-11-14,CENTRAL AVE,Anne Arundel
2022331081,2022-11-14,MARLEY STATION RD,Anne Arundel
2022330742,2022-11-14,SOMERSET DR,Anne Arundel
2022330312,2022-11-13,EDISON ST/RITCHIE HWY,Anne Arundel
2022329765,2022-11-13,PARK HALL SOUTH,Anne Arundel
2022329542,2022-11-12,BURWOOD AVE,Anne Arundel
2022329419,2022-11-12,HENSON RD,Anne Arundel
2022328485,2022-11-11,LYN DALE DR,Anne Arundel
2022328310,2022-11-11,HAMMARLEE RD,Anne Arundel
2022327787,2022-11-11,HOSPITAL DR,Anne Arundel
2022327418,2022-11-10,ALLEY 75/DELL ST,Anne Arundel
2022327215,2022-11-10,E ORDNANCE RD,Anne Arundel
2022327044,2022-11-10,MAPLE AVE/SUNLIGHT CIR,Anne Arundel
2022327025,2022-11-10,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022326016,2022-11-09,ADMIRAL COCHRANE DR,Anne Arundel
2022325847,2022-11-09,TELEGRAPH RD,Anne Arundel
2022325542,2022-11-09,N PATUXENT RD,Anne Arundel
2022324873,2022-11-08,ARUNDEL MILLS CIR,Anne Arundel
2022323907,2022-11-08,HAMMONDS LN/GROVE RIDGE CT,Anne Arundel
2022323172,2022-11-07,WOODHILL DR,Anne Arundel
2022322038,2022-11-06,BRIARWOOD PL,Anne Arundel
2022321728,2022-11-06,DREXEL DR,Anne Arundel
2022321693,2022-11-06,FERNDALE RD,Anne Arundel
2022321663,2022-11-06,SOUTHBRIDGE DR,Anne Arundel
2022321059,2022-11-05,WOODHILL DR,Anne Arundel
2022320842,2022-11-05,TEAGUE RD,Anne Arundel
2022320012,2022-11-04,MAGO VISTA RD/CENTURY VISTA DR,Anne Arundel
2022319891,2022-11-04,10TH AVE/MORGAN RD,Anne Arundel
2022319734,2022-11-04,RITCHIE HWY,Anne Arundel
2022319686,2022-11-04,MOUNT VERNON AVE/PINE AVE,Anne Arundel
2022319588,2022-11-04,N PATUXENT RD,Anne Arundel
2022319464,2022-11-04,GEORGIA AVE NE,Anne Arundel
2022319398,2022-11-04,KNIGHTSBRIDGE TURN,Anne Arundel
2022318500,2022-11-03,PASSAMAQUODY HBR,Anne Arundel
2022318262,2022-11-03,ULLSWATER PL,Anne Arundel
2022318065,2022-11-02,HOME WATER CT,Anne Arundel
2022317831,2022-11-02,RAPID WATER WAY,Anne Arundel
2022317515,2022-11-02,RITCHIE HWY,Anne Arundel
2022316422,2022-11-01,DANA ST,Anne Arundel
2022315986,2022-11-01,RIVA RD,Anne Arundel
2022315918,2022-11-01,FAIRHAVEN LN,Anne Arundel
2022315795,2022-11-01,S MAIN CHAPEL WAY,Anne Arundel
2022314174,2022-10-30,STONEY RUN DR,Anne Arundel
2022312501,2022-10-28,CAVALIER CIR,Anne Arundel
2022312347,2022-10-28,CRESSWELL RD,Anne Arundel
2022311436,2022-10-28,CHRISTIANA CT,Anne Arundel
2022310576,2022-10-27,JAGUAR DR,Anne Arundel
2022310138,2022-10-27,FAYWOOD AVE,Anne Arundel
2022308879,2022-10-25,PAMELA RD,Anne Arundel
2022308865,2022-10-25,CRAIN HWY S,Anne Arundel
2022308357,2022-10-25,SCOTTS MANOR CT,Anne Arundel
2022307962,2022-10-25,CARVER RD,Anne Arundel
2022307781,2022-10-24,RIVIERA DR,Anne Arundel
2022307626,2022-10-24,HIGHLAND DR,Anne Arundel
2022307170,2022-10-24,CLARK RD,Anne Arundel
2022306364,2022-10-23,A ST SW,Anne Arundel
2022306012,2022-10-23,MOUNT ZION MARLBORO RD,Anne Arundel
2022305953,2022-10-23,HARBOUR GATES DR,Anne Arundel
2022304594,2022-10-21,CIRCLE DR,Anne Arundel
2022304516,2022-10-21,CRILLEY RD,Anne Arundel
2022304477,2022-10-21,CAMP MEADE RD N,Anne Arundel
2022302237,2022-10-19,SEWARD AVE,Anne Arundel
2022302003,2022-10-19,RED LION WAY,Anne Arundel
2022301496,2022-10-19,ELKRIDGE LANDING RD,Anne Arundel
2022301254,2022-10-19,BROOKWOOD RD,Anne Arundel
2022301059,2022-10-18,ELM ST,Anne Arundel
2022300784,2022-10-18,AMERICANA CIR,Anne Arundel
2022300716,2022-10-18,POLK CIR,Anne Arundel
2022299921,2022-10-17,KNIGHTSBRIDGE TURN,Anne Arundel
2022299754,2022-10-17,BELLERIVE DR,Anne Arundel
2022299686,2022-10-17,LEYMAR RD,Anne Arundel
2022298797,2022-10-16,SEVERN CHAPEL RD,Anne Arundel
2022298115,2022-10-16,AVIEW TER,Anne Arundel
2022297805,2022-10-15,GORDON CT,Anne Arundel
2022296997,2022-10-14,SPRING RACE CT,Anne Arundel
2022296531,2022-10-14,SIGNALMAN CT,Anne Arundel
2022296273,2022-10-14,FRANKLIN AVE,Anne Arundel
2022295777,2022-10-13,TANEY AVE,Anne Arundel
2022295508,2022-10-13,MOUNT TABOR RD/HUNTVALLEY WAY,Anne Arundel
2022295397,2022-10-13,CARROLL RD,Anne Arundel
2022295014,2022-10-13,RITCHIE HWY,Anne Arundel
2022294765,2022-10-12,MEADOWOOD DR,Anne Arundel
2022294760,2022-10-12,ADMIRAL DR,Anne Arundel
2022294750,2022-10-12,LAKE SHORE DR,Anne Arundel
2022294706,2022-10-12,SHIRLEY MURPHY CT,Anne Arundel
2022293667,2022-10-11,HILLVIEW DR,Anne Arundel
2022293573,2022-10-11,WILLOW ST,Anne Arundel
2022292528,2022-10-10,HOLLYWOOD CT,Anne Arundel
2022292029,2022-10-10,6TH ST/CHURCH ST,Anne Arundel
2022291582,2022-10-09,CRAIN HWY S,Anne Arundel
2022291403,2022-10-09,GEORGIA AVE NE,Anne Arundel
2022291363,2022-10-09,GLEN MAR RD,Anne Arundel
2022290975,2022-10-09,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022290899,2022-10-09,GEORGIA AVE NE,Anne Arundel
2022290785,2022-10-09,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022290245,2022-10-08,KING MALCOLM AVE,Anne Arundel
2022290129,2022-10-08,MARTHA GREENLEAF DR,Anne Arundel
2022289219,2022-10-07,RITCHIE HWY,Anne Arundel
2022288908,2022-10-07,WOMACK DR,Anne Arundel
2022288817,2022-10-07,DEALE CHURCHTON RD,Anne Arundel
2022287315,2022-10-05,FOREST DR,Anne Arundel
2022286941,2022-10-05,POLK CIR,Anne Arundel
2022286379,2022-10-04,SOLOMONS ISLAND RD,Anne Arundel
2022286028,2022-10-04,BENNINGTON WAY,Anne Arundel
2022285520,2022-10-03,NEWTOWNE DR,Anne Arundel
2022285509,2022-10-03,COMMUNITY PL,Anne Arundel
2022285352,2022-10-03,BASKIN ST,Anne Arundel
2022285256,2022-10-03,RIVA RD,Anne Arundel
2022284933,2022-10-03,HAMMONDS LN,Anne Arundel
2022284460,2022-10-02,BERGER ST,Anne Arundel
2022283992,2022-10-02,CHURCH ST,Anne Arundel
2022283333,2022-10-01,MARGATE DR,Anne Arundel
2022282681,2022-09-30,ANDOVER RD,Anne Arundel
2022281872,2022-09-29,MEADE VILLAGE CIR,Anne Arundel
2022281224,2022-09-29,CEDAR DR,Anne Arundel
2022280555,2022-09-28,OAK BLUFF RD,Anne Arundel
2022280394,2022-09-28,HOLLINS FERRY RD S,Anne Arundel
2022279542,2022-09-27,SOUTH CAROLINA AVE,Anne Arundel
2022279389,2022-09-27,LEE AIRPARK DR,Anne Arundel
2022279179,2022-09-27,A ST,Anne Arundel
2022278600,2022-09-26,ARDENWOOD TER,Anne Arundel
2022278519,2022-09-26,20TH ST,Anne Arundel
2022277875,2022-09-26,STOCKETTS RUN RD,Anne Arundel
2022277504,2022-09-25,OLD BIRDSVILLE RD,Anne Arundel
2022277020,2022-09-25,TALL PINES CT/ELVATON RD,Anne Arundel
2022277019,2022-09-25,TALL PINES CT/ELVATON RD,Anne Arundel
2022276733,2022-09-24,WOMACK DR,Anne Arundel
2022276692,2022-09-24,INTERNATIONAL DR,Anne Arundel
2022276662,2022-09-24,CIRCLE DR,Anne Arundel
2022276618,2022-09-24,FOXFARM LN,Anne Arundel
2022276580,2022-09-24,RITCHIE HWY/SYCAMORE DR,Anne Arundel
2022276450,2022-09-24,MEADE VILLAGE CIR,Anne Arundel
2022276397,2022-09-24,MEADE VILLAGE CIR,Anne Arundel
2022276329,2022-09-24,KING MALCOLM AVE,Anne Arundel
2022276322,2022-09-24,COOL BREEZE CT,Anne Arundel
2022275979,2022-09-24,EVERGREEN RD,Anne Arundel
2022275801,2022-09-23,CENTRAL AVE E,Anne Arundel
2022275789,2022-09-23,FLINTSHIRE CT,Anne Arundel
2022275709,2022-09-23,FAIRHAVEN LN,Anne Arundel
2022275569,2022-09-23,WELLESLEY CT,Anne Arundel
2022275485,2022-09-23,CEDAR FURNACE CIR,Anne Arundel
2022275474,2022-09-23,ARUNDEL MILLS CIR,Anne Arundel
2022275223,2022-09-23,"HILLVIEW DR,",Anne Arundel
2022274444,2022-09-22,PLEASANTVILLE DR,Anne Arundel
2022274442,2022-09-22,PLEASANTVILLE DR,Anne Arundel
2022274318,2022-09-22,RITCHIE HWY,Anne Arundel
2022274219,2022-09-22,TELEGRAPH RD/REECE RD,Anne Arundel
2022273748,2022-09-22,ADMIRAL COCHRANE DR,Anne Arundel
2022273626,2022-09-22,GEORGIA AVE NE,Anne Arundel
2022273308,2022-09-21,RITCHIE HWY,Anne Arundel
2022272963,2022-09-21,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022272811,2022-09-21,CRAIN HWY N/FURNACE BRANCH RD W,Anne Arundel
2022272292,2022-09-20,FAIRLEA DR,Anne Arundel
2022272175,2022-09-20,DALES WAY DR,Anne Arundel
2022271810,2022-09-20,KINGS RD,Anne Arundel
2022270969,2022-09-19,WARFIELD RD,Anne Arundel
2022270887,2022-09-19,ALLEY 84/MORGAN RD,Anne Arundel
2022270454,2022-09-19,BESTGATE RD,Anne Arundel
2022269601,2022-09-18,HARRIET DR,Anne Arundel
2022269591,2022-09-18,GREENLEAF TER,Anne Arundel
2022269089,2022-09-17,NORTHRIDGE WAY,Anne Arundel
2022268712,2022-09-17,RITCHIE HWY,Anne Arundel
2022268671,2022-09-17,SUNSHINE CT,Anne Arundel
2022268186,2022-09-16,DORIS AVE,Anne Arundel
2022267866,2022-09-16,VALLEY CREEK RD,Anne Arundel
2022266983,2022-09-15,WEST CT,Anne Arundel
2022266643,2022-09-15,JAY CT,Anne Arundel
2022265225,2022-09-14,BROOKWOOD RD,Anne Arundel
2022265070,2022-09-14,CAYER DR,Anne Arundel
2022264047,2022-09-13,SAINT MARGARETS DR,Anne Arundel
2022263970,2022-09-13,GLEN RIDGE CIR,Anne Arundel
2022262608,2022-09-12,BALLMAN CT,Anne Arundel
2022261559,2022-09-11,WESTPORT BAY DR,Anne Arundel
2022261503,2022-09-10,STONEY HILL CT,Anne Arundel
2022261134,2022-09-10,RITCHIE HWY/BELLE GROVE RD,Anne Arundel
2022260059,2022-09-09,PRINCE CHARLES AVE,Anne Arundel
2022259911,2022-09-09,WOODHOLME CIR,Anne Arundel
2022259287,2022-09-08,GARRETT RD,Anne Arundel
2022259221,2022-09-08,HARTFORD RD,Anne Arundel
2022259052,2022-09-08,VALIANT CIR,Anne Arundel
2022258996,2022-09-08,MILTON CT,Anne Arundel
2022256732,2022-09-06,RANDELL RD,Anne Arundel
2022254851,2022-09-04,DONNA DR,Anne Arundel
2022254199,2022-09-04,BROADVIEW BLVD S,Anne Arundel
2022254160,2022-09-04,CAMP MEADE RD N,Anne Arundel
2022254016,2022-09-03,CRAIN HWY N,Anne Arundel
2022253913,2022-09-03,WINBORNE DR,Anne Arundel
2022253721,2022-09-03,HAMELLA CT,Anne Arundel
2022253702,2022-09-03,OAKDALE RD,Anne Arundel
2022253643,2022-09-03,ARUNDEL MILLS CIR,Anne Arundel
2022253073,2022-09-02,1ST ST,Anne Arundel
2022253015,2022-09-02,CAMBRIDGE DR,Anne Arundel
2022252891,2022-09-02,LINDERA CT,Anne Arundel
2022252578,2022-09-02,WINTERSON RD,Anne Arundel
2022252450,2022-09-02,FAIRHILL DR,Anne Arundel
2022251842,2022-09-01,8TH AVE,Anne Arundel
2022251825,2022-09-01,GARRETT RD,Anne Arundel
2022251813,2022-09-01,JAGUAR DR,Anne Arundel
2022251132,2022-09-01,FURNACE BRANCH RD E,Anne Arundel
2022247968,2022-08-29,ARUNDEL MILLS BLVD,Anne Arundel
2022247829,2022-08-29,COLONIAL RIDGE LN,Anne Arundel
2022247789,2022-08-29,TALL PINES CT,Anne Arundel
2022247070,2022-08-29,RITCHIE HWY,Anne Arundel
2022247049,2022-08-29,BRUCE AVE,Anne Arundel
2022245951,2022-08-27,"NARRAGANSETT AVE/MAGNOLIA AVE",Anne Arundel
2022245912,2022-08-27,BRIARVIEW CT,Anne Arundel
2022245862,2022-08-27,MEADE VILLAGE CIR,Anne Arundel
2022245708,2022-08-27,JAGUAR DR,Anne Arundel
2022245138,2022-08-27,CHESAPEAKE CENTER DR,Anne Arundel
2022244271,2022-08-26,LAUREL FORT MEADE RD,Anne Arundel
2022243995,2022-08-25,BERGER ST,Anne Arundel
2022243978,2022-08-25,CHADWICK CT,Anne Arundel
2022242844,2022-08-24,ARUNDEL MILLS BLVD,Anne Arundel
2022242722,2022-08-24,PRINCE CHARLES AVE,Anne Arundel
2022242620,2022-08-24,CIRCLE DR,Anne Arundel
2022242594,2022-08-24,VETERANS HWY,Anne Arundel
2022242574,2022-08-24,LAUREL FORT MEADE RD,Anne Arundel
2022242294,2022-08-24,SHADY SIDE RD,Anne Arundel
2022242169,2022-08-24,MOUNTAIN RD,Anne Arundel
2022242153,2022-08-24,QUEENSTOWN RD,Anne Arundel
2022242066,2022-08-24,CHESTON LN,Anne Arundel
2022241850,2022-08-23,MORAINE DR,Anne Arundel
2022241733,2022-08-23,CENTENNIAL CIR,Anne Arundel
2022241711,2022-08-23,TILGHMAN DR,Anne Arundel
2022241574,2022-08-23,WILLING CT,Anne Arundel
2022241514,2022-08-23,RITCHIE HWY,Anne Arundel
2022240703,2022-08-22,PASADENA RD,Anne Arundel
2022239947,2022-08-21,CRAIN HWY N/FURNACE BRANCH RD W,Anne Arundel
2022239921,2022-08-21,STONE WHEEL CT W,Anne Arundel
2022239603,2022-08-21,RITCHIE HWY,Anne Arundel
2022239553,2022-08-21,DUNLAP RD,Anne Arundel
2022239234,2022-08-20,GARRETT RD,Anne Arundel
2022238786,2022-08-20,QUEENS PARK RD,Anne Arundel
2022238450,2022-08-20,ARUNDEL MILLS CIR,Anne Arundel
2022238430,2022-08-20,STONINGTON DR,Anne Arundel
2022238137,2022-08-19,WOODHILL DR,Anne Arundel
2022237998,2022-08-19,RITCHIE HWY,Anne Arundel
2022237625,2022-08-19,SHADY SIDE RD,Anne Arundel
2022237557,2022-08-19,BENESCH CIR,Anne Arundel
2022237191,2022-08-18,RITCHIE HWY,Anne Arundel
2022236662,2022-08-18,ADMIRAL COCHRANE DR,Anne Arundel
2022235798,2022-08-17,SOUTH RIVER RD S,Anne Arundel
2022235766,2022-08-17,MEADOW LN,Anne Arundel
2022235407,2022-08-17,PAMELA RD,Anne Arundel
2022235332,2022-08-17,VICTORY AVE,Anne Arundel
2022235220,2022-08-17,RITCHIE HWY,Anne Arundel
2022234985,2022-08-16,DORSEY DR,Anne Arundel
2022233918,2022-08-15,RITCHIE HWY/E ORDNANCE RD,Anne Arundel
2022233736,2022-08-15,WOODLAND MANOR DR,Anne Arundel
2022233469,2022-08-15,OLD CHANNEL RD,Anne Arundel
2022233150,2022-08-14,PEMBROOKE CT,Anne Arundel
2022232643,2022-08-14,MAPLE AVE,Anne Arundel
2022232047,2022-08-13,HILLVIEW DR,Anne Arundel
2022231738,2022-08-13,RITCHIE HWY,Anne Arundel
2022231689,2022-08-13,WENDOVER RD,Anne Arundel
2022231358,2022-08-12,HALF MOON GLN,Anne Arundel
2022231148,2022-08-12,GWYNNE AVE,Anne Arundel
2022230635,2022-08-12,SHADOW PARK DR/FINCHLEIGH ST,Anne Arundel
2022230094,2022-08-11,BELL TOWER XING,Anne Arundel
2022229295,2022-08-10,WELLHAM AVE,Anne Arundel
2022229143,2022-08-10,HAILE AVE,Anne Arundel
2022228744,2022-08-10,FERNDALE RD,Anne Arundel
2022228312,2022-08-09,MUNDELL RD,Anne Arundel
2022227181,2022-08-08,CRAIN HWY S,Anne Arundel
2022226633,2022-08-08,RITCHIE HWY,Anne Arundel
2022225953,2022-08-07,MIDDLEGATE CT,Anne Arundel
2022225920,2022-08-07,1ST AVE S,Anne Arundel
2022225347,2022-08-06,BENESCH CIR,Anne Arundel
2022224811,2022-08-06,HAMMONDS FERRY RD N,Anne Arundel
2022224813,2022-08-06,HAMMONDS FERRY RD N,Anne Arundel
2022224674,2022-08-06,OLD MILL BOTTOM RD N,Anne Arundel
2022224073,2022-08-05,ATHERSTONE LN,Anne Arundel
2022224061,2022-08-05,JUNE WAY,Anne Arundel
2022223977,2022-08-05,NOLPARK CT,Anne Arundel
2022223678,2022-08-05,FORT SMALLWOOD RD/RIVIERA DR,Anne Arundel
2022223285,2022-08-04,GOLDSBOROUGH LN,Anne Arundel
2022222659,2022-08-04,RITCHIE HWY,Anne Arundel
2022222646,2022-08-04,ALLEY 68/5TH AVE,Anne Arundel
2022222263,2022-08-03,JEWELL RD,Anne Arundel
2022222054,2022-08-03,MOUNTAIN RD,Anne Arundel
2022221642,2022-08-03,RITCHIE HWY,Anne Arundel
2022221635,2022-08-03,BACON RIDGE RD,Anne Arundel
2022221556,2022-08-03,WASENA AVE,Anne Arundel
2022221026,2022-08-02,SHAMROCK CT,Anne Arundel
2022220830,2022-08-02,FAYWOOD AVE,Anne Arundel
2022220728,2022-08-02,RYAN RD,Anne Arundel
2022219602,2022-08-01,GEORGIA AVE NW,Anne Arundel
2022219500,2022-08-01,MOUNTAIN RD/BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022218843,2022-07-31,OLD MILL RD,Anne Arundel
2022218690,2022-07-31,QUIET HOLLOW CT,Anne Arundel
2022218572,2022-07-31,CHESTNUT TRL,Anne Arundel
2022218494,2022-07-31,SOUTHERN HILLS DR,Anne Arundel
2022218486,2022-07-31,HOLLY AVE,Anne Arundel
2022218271,2022-07-30,LOCUST DR,Anne Arundel
2022218147,2022-07-30,RITCHIE HWY,Anne Arundel
2022218084,2022-07-30,SHORE FOREST DR,Anne Arundel
2022217881,2022-07-30,MOUNTAIN RD,Anne Arundel
2022217739,2022-07-30,1ST ST,Anne Arundel
2022217490,2022-07-30,210TH ST,Anne Arundel
2022217266,2022-07-29,RITCHIE HWY,Anne Arundel
2022217260,2022-07-29,LONGWOOD AVE,Anne Arundel
2022217228,2022-07-29,RETREAT CT,Anne Arundel
2022217114,2022-07-29,ANNAPOLIS MALL,Anne Arundel
2022217003,2022-07-29,BAYBERRY DR,Anne Arundel
2022217001,2022-07-29,DICUS MILL RD,Anne Arundel
2022216933,2022-07-29,WEST ST,Anne Arundel
2022216861,2022-07-29,RIVIERA DR,Anne Arundel
2022216693,2022-07-29,SEXTANT CT,Anne Arundel
2022215948,2022-07-28,BROOKWOOD RD,Anne Arundel
2022215280,2022-07-27,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022215059,2022-07-27,ELKRIDGE LANDING RD,Anne Arundel
2022214947,2022-07-27,ARUNDEL MILLS CIR,Anne Arundel
2022214778,2022-07-27,CIRCLE DR,Anne Arundel
2022214384,2022-07-27,MERRITT DR,Anne Arundel
2022213624,2022-07-26,WILD CRANBERRY DR,Anne Arundel
2022213519,2022-07-26,HAWK CT,Anne Arundel
2022213225,2022-07-26,CEDAR HILL RD,Anne Arundel
2022212738,2022-07-25,RITCHIE HWY,Anne Arundel
2022212205,2022-07-25,CHESTER CIR,Anne Arundel
2022212138,2022-07-25,HILLCREEK RD,Anne Arundel
2022211958,2022-07-24,RITCHIE HWY,Anne Arundel
2022210851,2022-07-23,HAMMONDS FERRY RD S,Anne Arundel
2022210787,2022-07-23,ARUNDEL MILLS CIR,Anne Arundel
2022210726,2022-07-23,MASHIE CT,Anne Arundel
2022210556,2022-07-23,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022210547,2022-07-23,FAIRFAX AVE,Anne Arundel
2022209971,2022-07-23,SCOTT AVE,Anne Arundel
